name,author,narrator,time,releasedate,language,stars,price,ratings
Fateful Choices,Ian Kershaw,Barnaby Edwards,1493,2015-10-20,English,3.0,987.00,1
Escape from Sobibor,Richard Rashke,Robert Blumenfeld,846,2014-06-10,English,5.0,"1,003.00",1
The Ten Commandments,Dennis Prager,Lee Robertson,66,2015-06-02,English,5.0,100.00,1
The House by the Lake,Thomas Harding,Mark Meadows,684,2015-09-24,English,5.0,793.00,1
The Book of Job: The JPS Audio Version,The Jewish Publication Society,"Michael Bernstein,Norma Fire,Elizabeth London,",110,2010-03-16,English,4.0,187.00,1
Maimonides and Medieval Jewish Philosophy,Idit Dobbs-Weinstein,Lynn Redgrave,172,2006-08-10,English,3.0,468.00,1
Mudhouse Sabbath,Lauren Winner,Kate Reading,167,2009-01-12,English,5.0,435.00,1
The Long Night,Ernst Israel Bornstein,Ric Jerrom,743,2017-03-23,English,5.0,569.00,1
What Every Christian Needs to Know About Passover,Evan Moffic,Barry Abrams,317,2020-04-14,English,2.0,586.00,1
Old Jews Telling Jokes,"Sam Hoffman,Eric Spiegelman",Old Jews,178,2012-04-30,English,3.0,585.00,1
Aatma Sutra (Hindi Edition),Hingori,Surjan Singh,491,2020-03-13,Hindi,4.5,279.00,38
Waking Up,Sam Harris,Sam Harris,351,2014-10-16,English,4.5,820.00,101
Karma Sutra (Hindi Edition),Hingori,Surjan Singh,224,2020-02-13,Hindi,5.0,238.00,29
On Meditation,Sri M.,Rajiv Dadia,341,2020-04-13,English,4.5,879.00,62
Metahuman,Dr Deepak Chopra,Dr Deepak Chopra,762,2019-10-03,English,4.5,888.00,38
Silence,Thích Nhất Hạnh,Dan Woren,199,2015-05-07,English,4.5,615.00,156
Three Waves of Volunteers and the New Earth,Dolores Cannon,"Moe Egan,Zachary Johnson",947,2021-07-02,English,5.0,836.00,3
Psychic Witch,Mat Auryn,James Anderson Foster,474,2020-02-08,English,4.5,668.00,3
"The Convoluted Universe, Book Three",Dolores Cannon,"Bethany Elam,Steven Barnett",1347,2020-09-11,English,5.0,"1,003.00",5
Death by Black Hole,Neilde Grasse Tyson,Dion Graham,724,2007-03-26,English,4.5,770.00,13
Truth Eternal,Ram Chandraof Fatehgarh,Pragya Misra Mehrishi,305,2020-01-15,English,4.5,344.00,69
Rutherford and Fry’s Complete Guide to Absolutely Everything,"Hannah Fry,Adam Rutherford","Hannah Fry,Adam Rutherford",422,2021-09-16,English,5.0,888.00,3
Empath and Psychic Abilities,"Mindfulness Lodge,Sai Chakra Barti,May Rowland",Lizzie Richards,708,2020-08-04,English,5.0,836.00,3
The Four Horsemen,"Richard Dawkins,Sam Harris,Daniel C.Dennett,","Stephen Fry,Richard Dawkins,Daniel C.Dennett,",184,2019-02-14,English,4.5,615.00,26
Journeys Out of the Body,Robert Monroe,Kevin Pierce,633,2014-04-11,English,4.0,836.00,4
How to Read the Akashic Records: Accessing the Archive of the Soul and Its Journey,Linda Howe,Linda Howe,359,2020-04-24,English,5.0,668.00,2
The Gods Never Left Us,Erichvon Däniken,Sean Runnette,331,2017-11-20,English,4.0,820.00,5
Keepers of the Garden,Dolores Cannon,"Jane Sellers,Titus Stone",689,2015-03-25,English,5.0,836.00,9
Spirit Babies,Walter Makichen,Tim Dixon,423,2021-10-12,English,5.0,879.00,2
The Custodians,Dolores Cannon,"Derek Botten,Lisa Brandt,Trisha Brown,",1091,2019-11-19,English,4.5,836.00,3
The Kingdom,Paul Selig,Paul Selig,832,2021-08-17,English,5.0,181.00,2
Tarot: No Questions Asked,Theresa Reed,Leslie Howard,519,2021-03-09,English,4.5,820.00,3
India's Most Haunted,K.Hari Kumar,Siddhanta Pinto,506,2020-06-16,English,4.0,668.00,22
The Spontaneous Fulfillment of Desire,Deepak Chopra,Deepak Chopra MD,368,2003-11-21,English,4.5,651.00,6
Divine Guidance,Doreen Virtue Ph.D.,Doreen Virtue Ph.D.,206,2005-05-27,English,5.0,74.00,1
The Truth About Magic,Richard Smoley,Richard Smoley,325,2021-04-20,English,5.0,586.00,1
Warrior Goddess Training,Heather Ash Amara,Erinde Ward,388,2015-07-09,English,4.0,668.00,2
Co-Creating at Its Best,"Dr.Wayne W.Dyer,Esther Hicks","Dr.Wayne W.Dyer,Esther Hicks",157,2014-12-02,English,4.0,469.00,8
High Magick,Damien Echols,Damien Echols,312,2018-10-30,English,5.0,492.00,1
End of Days,Sylvia Browne,Jeanie Hackett,306,2008-09-18,English,3.5,632.00,26
Fearless Tarot,Elliot Adam,Gary Bennett,506,2020-10-08,English,4.0,586.00,1
The Kybalion,Three Intiates,"Joel Fotinos,Peter Ganim",259,2020-07-21,English,5.0,74.00,1
Lightworker's Guide to the Astral Realm,Sahvanna Arienta,Stacy Gonzalez,259,2019-07-01,English,5.0,"1,172.00",5
Magickal Astrology,Skye Alexander,Rebecca Mitchell,313,2019-03-01,English,5.0,586.00,1
"Anna, Grandmother of Jesus",Claire Heartsong,Amy Finegan,754,2021-07-25,English,5.0,773.00,2
Living the Liberated Life and Dealing with the Pain-Body,Eckhart Tolle,Eckhart Tolle,169,2002-02-08,English,4.5,468.00,3
74-Minute Course Astral Projection,Dick Sutphen,Dick Sutphen,73,2021-03-22,English,3.0,258.00,1
Everything Is Here to Help You,Matt Kahn,Matt Kahn,319,2018-06-05,English,5.0,703.00,2
Dying to Wake Up,Rajiv Parti,Steve West,392,2016-09-30,English,3.0,"1,063.00",2
How to Have an Out of Body Experience,William Buhlman,William Buhlman,412,2010-11-09,English,5.0,"1,640.00",2
Seven Steps to Developing Your Intuitive Powers,Betty Bethards,Tiffany Morgan,347,2016-09-21,English,4.0,703.00,1
Kitchen Table Magic,Melissa Cynova,Rebecca Mitchell,371,2020-09-08,English,4.0,586.00,1
True Hallucinations,Terence Mc Kenna,Al Kessel,556,2019-03-19,English,4.5,586.00,2
Hypnosis,Derren Brown,Derren Brown,38,2009-03-10,English,4.0,410.00,1
The Eyes of the Sphinx,Erichvon Däniken,Danny Campbell,553,2011-03-28,English,5.0,609.00,1
Gods: Sekret Machines,"Tom De Longe,Peter Levenda",Paul Costanzo,686,2017-05-23,English,4.0,"1,172.00",1
The Wisdom of Near Death Experiences,Dr Penny Sartori,Julie Maisey,519,2015-06-30,English,4.5,569.00,3
The Pleiades and Our Secret Destiny,Frederick Dodson,Thomas Miller,470,2019-01-14,English,5.0,668.00,1
Healing Collective Trauma,"Thomas Hübl,Julie Jordan Avritt,William Ury-foreword",Daniel Henning,573,2020-11-17,English,5.0,703.00,2
Bridging Two Realms,John Holland,John Holland,458,2018-02-27,English,5.0,516.00,3
Ancestral Tarot,"Nancy Hendrickson,Theresa Reed-foreword",Leslie Howard,349,2021-03-01,English,4.0,586.00,1
Out of This World,Neville Goddard,Mitch Horowitz,55,2015-06-12,English,5.0,82.00,3
Telepsychics,Dr.Joseph Murphy,Tim Andres Pabon,453,2016-07-06,English,4.0,703.00,2
An Exorcist Explains the Demonic,"Fr.Gabriele Amorth,Stefano Stimamiglio-editor,Charlotte J.Fasi-translator",Ryan Turner,327,2018-09-19,English,5.0,469.00,4
Paranormality,Richard Wiseman,Peter Noble,453,2015-09-04,English,4.0,569.00,1
Prem,Dada Bhagwan,Dada Bhagwan,141,2020-08-14,English,4.5,32.00,2
How to Predict the Future by Creating It Yourself,Chad Chesmark,Joel Richards,330,2018-11-27,English,5.0,469.00,2
The Premonition Code,"Theresa Cheung,Julia Mossbridge",Sherry Baines,420,2018-10-16,English,5.0,"1,172.00",1
Psychic Healing,Sylvia Browne,Sylvia Browne,151,2009-06-04,English,5.0,444.00,1
The Gifts Beneath Your Anxiety,Pat Longo,Pat Longo,513,2019-08-27,English,5.0,820.00,1
Messages of Hope,Suzanne Giesemann,Suzanne Giesemann,470,2019-12-13,English,5.0,668.00,1
The Universe Is Talking to You,Tammy Mastroberte,Tammy Mastroberte,370,2020-05-08,English,3.0,879.00,1
Intuition and the Mystical Life,"Caroline Myss,Clarissa Pinkola Estes","Clarissa Pinkola Estes,Caroline Myss",148,2009-04-03,English,4.5,585.00,4
"One Truth, One Law: I Am, I Create",Erin Werley,Elsa Levytsky,143,2020-02-12,English,5.0,233.00,1
The Realization of Being,Eckhart Tolle,Eckhart Tolle,127,2002-02-08,English,5.0,468.00,1
Alien World Order,Len Kasten,Paul Costanzo,597,2017-12-05,English,5.0,938.00,3
The Illuminati,Jim Marrs,Terrence Bayes,1163,2018-06-30,English,3.5,703.00,2
Let Your Spirit Guides Speak,Debra Landwehr Engle,Petrea Burchard,227,2021-02-09,English,5.0,820.00,1
Psychic Development for Beginners,Leticia Woods,Leigh Ann Haga,379,2020-03-05,English,5.0,668.00,1
Bloodline of the Gods,Nick Redfern,Shaun Grindell,458,2016-03-22,English,2.5,703.00,2
Your Guide to Forest Bathing: Experience the Healing Power of Nature,M.Amos Clifford,Keith Sellon-Wright,217,2018-04-22,English,4.0,702.00,1
Limitless Mind,Russell Targ,Al Kessel,410,2020-04-28,English,5.0,586.00,2
Beyond the Known: Realization,"Paul Selig,Aubrey Marcus-foreword","Paul Selig,Aubrey Marcus-foreword",839,2019-08-06,English,5.0,181.00,1
Life on the Other Side,"Sylvia Browne,Lindsey Harrison",Sylvia Browne,182,2006-07-28,English,5.0,538.00,5
Witchery,Juliet Diaz,Juliet Diaz,232,2020-10-13,English,5.0,516.00,1
Crystal Muse,"Heather Askinosie,Timmi Jandro","Heather Askinosie,Timmi Jandro",518,2018-06-12,English,5.0,750.00,1
Kryon Book I,Lee Carroll,Lee Carroll,160,2099-12-15,English,5.0,421.00,1
Kryon Book II,Lee Carroll,Lee Carroll,177,2099-12-15,English,5.0,421.00,1
The CIA UFO Papers,"Dan Wright,Jan Harzan-foreword",Kevin Kenerly,670,2019-09-01,English,1.0,700.00,1
The Snow Queen,Hans Christian Andersen,Julia Whelan,74,2014-12-12,English,4.0,233.00,1
The Power of Archetypes,Marie D.Jones,Hillary Huber,394,2017-07-24,English,4.5,702.00,2
The Gods Were Astronauts,Erichvon Däniken,Kevin Foley,461,2011-04-26,English,5.0,820.00,1
The Light Beyond,"Raymond A.Moody MDPh D,Paul Perry",Tom Parks,305,2020-02-25,English,4.5,469.00,3
The Gregg Braden Audio Collection,Gregg Braden,Gregg Braden,530,2008-12-03,English,5.0,937.00,5
The Art of Dreaming,Carlos Castaneda,Luis Moreno,636,2018-07-20,English,5.0,938.00,4
The 12th Planet,Zecharia Sitchin,Stephen Bel Davies,813,2018-01-18,English,5.0,"1,008.00",3
The Zombie Survival Guide,Max Brooks,Stephen Hogan,532,2012-11-16,English,4.0,569.00,2
The Supernatural Ways of Royalty,"Bill Johnson,Kris Vallotton",John Moore,480,2016-03-31,English,5.0,668.00,2
The Tenth Insight,James Redfield,James Redfield,353,2099-12-16,English,4.0,500.00,4
Neun Tage Unendlichkeit,Anke Evertz,Anke Evertz,518,2021-04-13,german,5.0,669.00,1
Unexplained Mysteries of the World,"Robert Bauval,Philip Gardiner,Brian Allan,","Robert Bauval,Philip Gardiner,Brian Allan,",504,2020-04-19,English,4.0,585.00,1
Inside the Real Area 51,"Thomas Carey,Donald Schmitt",Paul Boehmer,485,2013-09-04,English,5.0,836.00,1
Mary Magdalene Revealed,Meggan Watterson,Meggan Watterson,501,2019-07-09,English,5.0,703.00,1
Hello From Heaven!,"Bill Guggenheim,Judy Guggenheim",Kevin Foley,772,2012-05-31,English,5.0,694.00,2
Eyewitness to the Gods,Erichvon Däniken,Eric Jason Martin,254,2019-10-01,English,3.5,586.00,2
Wiccapedia,"Shawn Robbins,Leanna Greenaway","Gabrielle Baker,Rebecca Mitchell",454,2019-03-19,English,4.5,586.00,3
A Separate Reality,Carlos Castaneda,Luis Moreno,633,2010-11-04,English,5.0,938.00,3
Shaman,Ya'Acov Darling Khan,Ya'Acov Darling Khan,552,2020-03-31,English,1.0,727.00,1
Your Immortal Reality,Gary R.Renard,Gary R.Renard,492,2019-10-07,English,5.0,516.00,2
The Stairway to Heaven,Zecharia Sitchin,Stephen Bel Davies,722,2018-02-06,English,4.5,"1,008.00",3
The Book of Truth,Paul Selig,Paul Selig,692,2017-06-08,English,5.0,938.00,1
"Life After Death, Powerful Evidence You Will Not Die",Stephen Hawley Martin,Michael Bowen,318,2019-10-07,English,4.0,234.00,1
The Wars of Gods and Men,Zecharia Sitchin,Stephen Bel Davies,774,2018-03-20,English,5.0,"1,008.00",2
Your Invisible Power,Genevieve Behrend,Marguerite Gavin,136,2008-06-12,English,5.0,333.00,2
Visits from the Afterlife,Sylvia Browne,Jeanie Hackett,252,2004-03-10,English,4.0,632.00,1
Angels and Archangels,"Damien Echols,John Michael Greer-forewordandcontributor",Damien Echols,379,2020-07-14,English,5.0,492.00,1
The Lost Realms,Zecharia Sitchin,Stephen Bel Davies,642,2018-08-14,English,5.0,586.00,1
13 Things That Don't Make Sense: The Most Intriguing Scientific Mysteries,Michael Brooks,Matt Addis,524,2011-02-11,English,4.5,569.00,3
Basic Witches,"Jess Zimmerman,Jaya Saxena",Amy Mc Fadden,309,2018-04-17,English,5.0,586.00,1
The Happy Medium,Kim Russo,Kim Russo,501,2016-05-24,English,5.0,"1,350.00",1
Kryon Book III,Lee Carroll,Lee Carroll,163,2099-12-15,English,5.0,421.00,1
Intuition and Chakras,Lesley Phillips Ph D,Devon Sorvari,525,2020-06-16,English,3.0,586.00,1
Indestructible,Blake K.Healy,Blake Healy,247,2020-04-01,English,5.0,469.00,1
You Are a Medium,Sherrie Dillard,Rebecca Mitchell,576,2020-03-31,English,1.0,586.00,1
Never Say Goodbye,Patrick Mathews,Joe Hempel,296,2019-04-23,English,5.0,469.00,1
Incident at Devil's Den,Terry Lovelace Esq.,Terry J.Lovelace,518,2018-06-22,English,4.0,668.00,2
Never Argue with a Dead Person,Thomas John,Jeff Cummings,352,2015-03-31,English,5.0,670.00,1
The Impersonal Life,Joseph S.Benner,Paul Boehmer,240,2017-02-28,English,3.0,586.00,1
Signs of the Gods?,Erichvon Däniken,Peter Berkrot,420,2011-05-16,English,5.0,820.00,1
The Magic of Believing Action Plan,Mitch Horowitz,Mitch Horowitz,117,2020-12-22,English,5.0,234.00,1
Ghost-Hunting for Dummies,Zak Bagans,"Zak Bagans,Brian Holden",1070,2021-01-26,English,5.0,820.00,1
The Myrtles Plantation,Frances Kermeen,Sophie Amoss,522,2020-10-09,English,4.0,500.00,1
Becoming Dangerous,"Kristen J.Sollee-foreword,Katie West-editor,Jasmine Elliott-editor",Rebecca Mitchell,593,2019-12-10,English,3.0,703.00,1
Edgar Cayce on the Millennium,Jess Stearn,Alyssa Bresnahan,330,2009-07-02,English,5.0,668.00,1
Love Is Freedom,Joseph Murphy,Sean Pratt,117,2016-05-10,English,5.0,351.00,1
9 Life Lessons,Kala Ambrose,Kala Ambrose,284,2009-05-04,English,5.0,585.00,1
Unearthly Disclosure,"Timothy Good,The Lord Hill-Norton-foreword",Shaun Grindell,701,2020-06-30,English,1.0,703.00,1
The Haunting of Alma Fielding,Kate Summerscale,David Morrissey,492,2020-10-01,English,5.0,721.00,1
Tales of Mystery Unexplained,Steph Young,Harrie Dobby,295,2020-07-02,English,5.0,569.00,1
Flat Earth Clues,Mark Sargent,Mark Sargent,354,2016-03-23,English,5.0,190.00,1
The Complete Conversations with God,Neale Donald Walsch,"Neale Donald Walsh,Edward Asner,Ellen Burstyn",1593,2018-09-19,English,5.0,"1,640.00",57
Olympus (Hindi Edition),Devdutt Pattanaik,"Chaitali Gupta,Avdhesh Arya",533,2018-12-13,Hindi,4.5,284.00,8
Moonology™,Yasmin Boland,Yasmin Boland,404,2017-06-06,English,4.5,680.00,6
"Live, Love and Laugh",Manjeet Sargam Chawla,Nimisha Sirohi,321,2020-05-13,English,4.5,668.00,12
Raise Your Vibration,Kyle Gray,Kyle Gray,364,2017-06-20,English,4.0,633.00,4
The Law and the Promise,Neville Goddard,Mitch Horowitz,246,2016-09-09,English,4.5,351.00,2
The Diamond in Your Pocket,Gangaji,Gangaji,387,2007-05-30,English,5.0,702.00,1
The Sophia Code,Kaia Ra,Kaia Ra,953,2017-08-17,English,5.0,836.00,5
Visions of the spiritual world,Sadhu Sundar Singh,Chiquito Joaquim Crasto,85,2020-10-08,English,5.0,301.00,2
The Medicine Bag,Don Jose Ruiz,George Kastrinos,247,2020-01-29,English,5.0,501.00,1
The Sikhs,Khushwant Singh,Rahul Guha,550,2020-09-15,English,4.5,668.00,38
The Five Levels of Attachment,don Miguel Ruiz Jr.,Arthur Morey,202,2013-03-01,English,5.0,469.00,3
The Spell Book for New Witches,Ambrosia Hawthorn,Rebecca Mitchell,331,2021-06-22,English,5.0,"1,005.00",1
Thus Spoke the Plant,"Monica Gagliano,Suzanne Simard-foreword",Julie Slater,318,2019-05-07,English,5.0,"1,254.00",4
The Book of Secrets,Deepak Chopra MD,Deepak Chopra,220,2004-09-24,English,4.5,450.00,4
Messages from Spirit,Colette Baron-Reid,Colette Baron-Reid,254,2008-10-23,English,5.0,561.00,2
The Game of Life and How to Play It,Florence Scovel Shinn,Dixie Glassman,117,2010-11-11,English,4.5,234.00,3
The Door to Witchcraft,Tonya A.Brown,Laurie Winkel,251,2019-07-16,English,4.0,501.00,2
Earth Magic,Starhawk,Starhawk,291,2006-03-17,English,5.0,702.00,1
Intuitive Witchcraft,Astrea Taylor,Pam Ward,809,2020-08-25,English,4.5,703.00,2
Witch,Lisa Lister,Lisa Lister,420,2017-05-09,English,5.0,703.00,1
The Wisdom of the Shamans:,Don Jose Ruiz,Charlie Varon,189,2018-04-30,English,5.0,501.00,6
Clear Your Clutter with Feng Shui,Karen Kingston,Karen Kingston,316,2012-06-01,English,5.0,759.00,2
Perfect Brilliant Stillness,David Carse,Terence Stamp,721,2015-12-02,English,5.0,569.00,3
The Psychedelic Explorer's Guide,James Fadiman Ph D,Steven Jay Cohen,698,2018-04-10,English,4.5,703.00,2
Reprogram Your Subconscious,Gale Glassner Twersky ACH,Gale Glassner Twersky ACH,524,2016-05-25,English,3.0,586.00,2
When Plants Dream,"Daniel Pinchbeck,Sophia Rokhlin","Aaron Shedlock,Lauren Ezzo",517,2019-09-10,English,2.0,468.00,1
The Practice of the Presence of God & As a Man Thinketh,"Brother Lawrence,James Allen",Edward Lewis,119,2005-03-04,English,4.0,468.00,1
Dianetics: The Modern Science of Mental Health,L.Ron Hubbard,Lloyd Sherr,1043,2008-08-20,English,2.5,938.00,2
Cosmic Consciousness,Richard Maurice Bucke,Keira Grace,883,2019-06-05,English,2.0,"1,430.00",1
The Gospel of Mary Magdalene,Jean-Yves Leloup,"Jacob Needleman,Gabriellede Cuir,Stephen Hoye,",376,2010-04-15,English,5.0,586.00,2
Soulcraft,Bill Plotkin Ph D,Rob Grgach,856,2017-04-25,English,5.0,"1,055.00",1
A Spiritual Journey,Ram Dass,Ram Dass,181,2011-04-28,English,5.0,74.00,1
Wicca for Beginners,Lisa Chamberlain,Kris Keppeler,151,2015-05-19,English,5.0,233.00,1
Energy Strands,Denise Linn,Denise Linn,495,2018-03-20,English,4.5,516.00,5
Every Human Being Is a Seeker of Truth,Osho,Osho,86,2021-01-26,English,5.0,117.00,1
Dreaming the Soul Back Home,Robert Moss,Robert Moss,583,2019-10-29,English,5.0,702.00,2
Confucian Analects,Confucius,Andrea Giordani,209,2019-10-07,English,4.0,961.00,2
The Active Side of Infinity,Carlos Castaneda,Luis Moreno,628,2018-08-21,English,5.0,938.00,1
Enchantments,Mya Spalter,Mya Spalter,288,2018-10-09,English,5.0,754.00,2
In the Light of Truth: The Grail Message 1,Abd-ru-shin,Greyham Dawes,603,2018-01-05,English,5.0,300.00,1
Angels in My Hair,Lorna Byrne,Niamh Cusack,191,2009-07-23,English,5.0,410.00,1
Scientology: A New Slant on Life,L.Ron Hubbard,Harry Chase,238,2008-06-20,English,5.0,703.00,1
The Problems of Work,L.Ron Hubbard,Harry Chase,172,2008-06-20,English,4.0,586.00,1
The Ayahuasca Test Pilots Handbook,Chris Kilham,Steve Wojtas,304,2019-08-13,English,5.0,"1,254.00",2
Confucius: In a Nutshell,Neil Wenborn,Nigel Carrington,78,2010-10-28,English,4.0,351.00,1
The Tao Made Easy,Alan Cohen,Alan Cohen,631,2018-07-10,English,1.0,516.00,2
Dark Night of the Soul,St.Johnofthe Cross,P.J.Ochlan,387,2016-06-15,English,5.0,703.00,1
Thoughts in Solitude,Thomas Merton,Jonathan Montaldo,149,2014-10-08,English,5.0,703.00,1
If Women Rose Rooted,Sharon Blackie,Heather Wilds,809,2017-10-17,English,5.0,"1,055.00",1
"Freemasons for Dummies, 2nd Edition",Christopher Hodapp,Tom Dheere,760,2014-10-20,English,5.0,836.00,1
Little Sprouts and the Dao of Parenting,Erin Cline,Christine Kiphart,383,2020-04-21,English,5.0,"1,172.00",1
Mengzi (Mencius),Bryan W.Van Norden,Bryan W.Van Norden,563,2019-09-10,English,5.0,676.00,1
Navigating Hope,Caroline Myss,Caroline Myss,156,2010-01-29,English,5.0,328.00,1
The Bhagavad Gita for Daily Living,Eknath Easwaran,Paul Bazely,3019,2021-01-12,English,4.5,702.00,36
The Mind,Osho,Osho,94,2021-01-26,English,4.5,117.00,5
The Greatest Show on Earth,Richard Dawkins,"Richard Dawkins,Lalla Ward",875,2009-09-10,English,5.0,820.00,11
Devlok 2,Devdutt Pattanaik,Suyash Mohan,428,2018-11-30,English,4.5,879.00,9
Devlok 3,Devdutt Pattanaik,Abhishek Ajay Sharma,234,2020-09-29,English,4.0,879.00,1
The Pursuit of God,A.W.Tozer,Mark Moseley,195,2012-02-07,English,5.0,501.00,1
Love and Hate,Osho,Osho,106,2021-01-26,English,5.0,117.00,1
Ramayana,"Ayur Pulle,Shreyas Pulle","Ayur Pulle,Shreyas Pulle",67,2016-08-09,English,4.5,233.00,11
The Future of God,Deepak Chopra,Deepak Chopra MD,565,2014-11-11,English,2.0,879.00,1
Tipping Point: The End Is Here,Jimmy Evans,Jimmy Evans,295,2020-07-07,English,5.0,501.00,1
How To Memorize The Bible Fast And Easy,Adam Houge,David Golightly,59,2014-12-24,English,5.0,132.00,1
Every Life Is on Fire,Jeremy England,Benjamin Isaac,406,2020-09-15,English,5.0,500.00,1
On Guard,William Lane Craig,P.J.Ochlan,680,2016-06-02,English,5.0,820.00,2
Walking in Wonder,"John O'Donohue,Krista Tippett-foreword",Pat O'Donohue,279,2018-10-02,English,5.0,410.00,1
God of Sin,Ushinor Majumdar,Mala Mangla,748,2021-05-25,English,3.0,879.00,1
On the Mystery of Being,"Zaya Benazzo-editor,Maurizio Benazzo-editor,Deepak Chopra MD-foreword,",Sara K.Sheckells,527,2019-12-20,English,5.0,398.00,1
The Wisdom Jesus,Cynthia Bourgeault,Jo Howarth,414,2014-11-18,English,4.0,668.00,1
The Strategy of Satan,Warren W.Wiersbe,Joe Geoffrey,193,2011-11-17,English,5.0,516.00,1
Faith Versus Fact,Jerry A.Coyne,Joe Barrett,684,2015-07-14,English,5.0,891.00,1
God Is Not Dead,Amit Goswami Ph D,Sean Runnette,631,2020-07-21,English,5.0,586.00,1
Time and Eternity,William Lane Craig,George W.Sarris,731,2020-07-07,English,5.0,586.00,1
How to Know God,Deepak Chopra,Deepak Chopra MD,297,2007-02-20,English,5.0,627.00,2
Sense and Sensuality,Ravi Zacharias,Simon Vance,116,2009-01-12,English,5.0,351.00,7
To Be a Machine,Mark O'Connell,James Garnon,525,2017-12-21,English,4.0,569.00,1
A Secular Age,Charles Taylor,Dennis Holland,2527,2014-08-25,English,5.0,"1,338.00",1
The Seer Dimensions,Jennifer Le Claire,Rachel Perry,313,2020-02-13,English,5.0,668.00,1
When Eternity Penetrates Time,Osho,Osho,113,2021-01-27,English,4.5,117.00,2
The Meaning of Happiness,Alan Watts,Kern Schmidt,421,2018-10-23,English,4.0,398.00,4
Ancient Book of Jasher,Ken Johnson,Steve Cook,978,2019-06-27,English,5.0,836.00,1
Essential Truths of the Christian Faith,R.C.Sproul,Bob Souer,488,2017-03-06,English,5.0,762.00,1
The Good Book,A.C.Grayling,Michael Page,1498,2011-07-07,English,5.0,"1,138.00",1
The Gospel Comes with a House Key,Rosaria Butterfield,Rosaria Butterfield,532,2018-05-08,English,5.0,762.00,3
Love Your God with All Your Mind,J.P.Moreland,Grover Gardner,454,2009-01-15,English,5.0,586.00,1
End of the Present World and the Mysteries of the Future Life,"Fr.Charles Arminjon,Susan Conroy-translator,Peter Mc Enerny-translator",David Cochran Heath,538,2020-06-16,English,5.0,703.00,1
Signposts to God,Peter Bussey,Sean Runnette,511,2019-02-19,English,3.0,586.00,1
Human Sacrifice,Jimmy Lee Shreeve,James Patrick Cronin,653,2015-01-20,English,5.0,836.00,1
Philosophy of Religion,Tim Bayne,Charles Constant,207,2018-10-16,English,2.0,469.00,1
Cartwheels in a Sari,Jayanti Tamm,Jayanti Tamm,467,2010-04-07,English,3.0,668.00,1
Cracking Da Vinci's Code,"James L.Garlow Ph.D.,Peter Jones Ph.D.",Joyce Beanand Bill Richards,352,2008-10-17,English,5.0,305.00,1
Why Darwin Matters,Michael Shermer,uncredited,262,2008-10-06,English,4.0,468.00,1
Unbelievable?,Justin Brierley,Justin Brierley,361,2017-08-25,English,5.0,379.00,1
Scribbling in the Sand,Michael Card,Michael Card,158,2009-11-11,English,5.0,435.00,1
